id_user,segment,cluster,nombre_creatividad
1109597,credit_card,3,"Accede a beneficios premium, seguros incluidos y ventajas exclusivas con tu tarjeta"
1004177,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1253700,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1216216,credit_card,0,Saca más partido a cada compra — acumula puntos y cashback con tu tarjeta easyMoney
330599,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1022667,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1225198,credit_card,3,"Accede a beneficios premium, seguros incluidos y ventajas exclusivas con tu tarjeta"
1317588,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1018352,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1126865,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1107831,credit_card,0,Saca más partido a cada compra — acumula puntos y cashback con tu tarjeta easyMoney
1121667,credit_card,0,Saca más partido a cada compra — acumula puntos y cashback con tu tarjeta easyMoney
1253129,credit_card,3,"Accede a beneficios premium, seguros incluidos y ventajas exclusivas con tu tarjeta"
1000589,credit_card,0,Saca más partido a cada compra — acumula puntos y cashback con tu tarjeta easyMoney
1116141,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1128056,credit_card,2,Controla tus gastos y gana cashback en cada compra del día a día
1226958,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1254376,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1114575,credit_card,2,Controla tus gastos y gana cashback en cada compra del día a día
1164278,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1096414,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1075490,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
659236,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1037498,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1141847,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1190206,credit_card,2,Controla tus gastos y gana cashback en cada compra del día a día
1011843,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1008728,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1297471,credit_card,3,"Accede a beneficios premium, seguros incluidos y ventajas exclusivas con tu tarjeta"
60647,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1389351,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1014751,credit_card,2,Controla tus gastos y gana cashback en cada compra del día a día
1261423,credit_card,0,Saca más partido a cada compra — acumula puntos y cashback con tu tarjeta easyMoney
1310101,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1324251,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1098065,credit_card,0,Saca más partido a cada compra — acumula puntos y cashback con tu tarjeta easyMoney
1020194,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1085998,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1090914,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1123897,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1327813,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1125370,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1379629,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1014913,credit_card,3,"Accede a beneficios premium, seguros incluidos y ventajas exclusivas con tu tarjeta"
1200307,credit_card,3,"Accede a beneficios premium, seguros incluidos y ventajas exclusivas con tu tarjeta"
1248625,credit_card,3,"Accede a beneficios premium, seguros incluidos y ventajas exclusivas con tu tarjeta"
1370966,credit_card,3,"Accede a beneficios premium, seguros incluidos y ventajas exclusivas con tu tarjeta"
1015878,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1021160,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1251044,credit_card,2,Controla tus gastos y gana cashback en cada compra del día a día
1298521,credit_card,2,Controla tus gastos y gana cashback en cada compra del día a día
865312,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
914468,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1167680,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1064148,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1126790,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1264015,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1286082,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1119994,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1247149,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1006529,credit_card,0,Saca más partido a cada compra — acumula puntos y cashback con tu tarjeta easyMoney
1251645,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1004257,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
765914,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1247774,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1282821,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1125919,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1397055,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
374423,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1202223,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1328229,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1214098,credit_card,3,"Accede a beneficios premium, seguros incluidos y ventajas exclusivas con tu tarjeta"
1165142,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1260908,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1134368,credit_card,0,Saca más partido a cada compra — acumula puntos y cashback con tu tarjeta easyMoney
456705,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1133931,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1241731,credit_card,2,Controla tus gastos y gana cashback en cada compra del día a día
1138692,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1213553,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1216934,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1217307,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1230614,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1115435,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1136165,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1118860,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1479480,credit_card,0,Saca más partido a cada compra — acumula puntos y cashback con tu tarjeta easyMoney
1000622,credit_card,0,Saca más partido a cada compra — acumula puntos y cashback con tu tarjeta easyMoney
1238598,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1235064,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1393886,credit_card,3,"Accede a beneficios premium, seguros incluidos y ventajas exclusivas con tu tarjeta"
534767,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
382370,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1532590,credit_card,2,Controla tus gastos y gana cashback en cada compra del día a día
1137476,credit_card,2,Controla tus gastos y gana cashback en cada compra del día a día
1125855,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1182585,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1245746,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1251275,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1373522,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1385900,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1399471,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1135422,credit_card,3,"Accede a beneficios premium, seguros incluidos y ventajas exclusivas con tu tarjeta"
884750,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1399509,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1016027,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1266204,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1385703,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1259383,credit_card,2,Controla tus gastos y gana cashback en cada compra del día a día
1009777,credit_card,3,"Accede a beneficios premium, seguros incluidos y ventajas exclusivas con tu tarjeta"
1148111,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1113604,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
592990,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1226517,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1018977,credit_card,0,Saca más partido a cada compra — acumula puntos y cashback con tu tarjeta easyMoney
1357048,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1393115,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
31624,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1014990,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1263756,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1137599,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1172124,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1443059,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
215466,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1023336,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1257349,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1176916,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1200898,credit_card,2,Controla tus gastos y gana cashback en cada compra del día a día
1184814,credit_card,3,"Accede a beneficios premium, seguros incluidos y ventajas exclusivas con tu tarjeta"
1244968,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1363854,credit_card,0,Saca más partido a cada compra — acumula puntos y cashback con tu tarjeta easyMoney
1191440,credit_card,3,"Accede a beneficios premium, seguros incluidos y ventajas exclusivas con tu tarjeta"
1266424,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1133304,credit_card,3,"Accede a beneficios premium, seguros incluidos y ventajas exclusivas con tu tarjeta"
1020021,credit_card,0,Saca más partido a cada compra — acumula puntos y cashback con tu tarjeta easyMoney
141495,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
539235,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1137324,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1238582,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1250689,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1251874,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1338944,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1246030,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
125770,credit_card,3,"Accede a beneficios premium, seguros incluidos y ventajas exclusivas con tu tarjeta"
1135589,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1213554,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1374946,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1336088,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1243941,credit_card,2,Controla tus gastos y gana cashback en cada compra del día a día
1118739,credit_card,2,Controla tus gastos y gana cashback en cada compra del día a día
1232397,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1078909,credit_card,0,Saca más partido a cada compra — acumula puntos y cashback con tu tarjeta easyMoney
1178560,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1298425,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1001225,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1001674,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1322866,credit_card,0,Saca más partido a cada compra — acumula puntos y cashback con tu tarjeta easyMoney
1242411,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1006877,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1199027,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1122406,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1125827,credit_card,0,Saca más partido a cada compra — acumula puntos y cashback con tu tarjeta easyMoney
493054,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1304241,credit_card,3,"Accede a beneficios premium, seguros incluidos y ventajas exclusivas con tu tarjeta"
828815,credit_card,3,"Accede a beneficios premium, seguros incluidos y ventajas exclusivas con tu tarjeta"
1086981,credit_card,3,"Accede a beneficios premium, seguros incluidos y ventajas exclusivas con tu tarjeta"
1242536,credit_card,3,"Accede a beneficios premium, seguros incluidos y ventajas exclusivas con tu tarjeta"
1496236,credit_card,2,Controla tus gastos y gana cashback en cada compra del día a día
258904,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
395942,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1244446,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1297533,credit_card,0,Saca más partido a cada compra — acumula puntos y cashback con tu tarjeta easyMoney
1185041,credit_card,0,Saca más partido a cada compra — acumula puntos y cashback con tu tarjeta easyMoney
1123006,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
536333,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1177410,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
871900,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1025035,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1383839,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1124691,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1126002,credit_card,0,Saca más partido a cada compra — acumula puntos y cashback con tu tarjeta easyMoney
1248698,credit_card,0,Saca más partido a cada compra — acumula puntos y cashback con tu tarjeta easyMoney
1011174,credit_card,2,Controla tus gastos y gana cashback en cada compra del día a día
32376,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1125070,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1138347,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1313299,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1320743,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1344698,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1411631,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1404424,credit_card,3,"Accede a beneficios premium, seguros incluidos y ventajas exclusivas con tu tarjeta"
844679,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1291498,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1101054,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1226596,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1001938,credit_card,2,Controla tus gastos y gana cashback en cada compra del día a día
1010009,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1451339,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1265009,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1004497,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
941343,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1128724,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1121767,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1008205,credit_card,2,Controla tus gastos y gana cashback en cada compra del día a día
1011426,credit_card,3,"Accede a beneficios premium, seguros incluidos y ventajas exclusivas con tu tarjeta"
1221490,credit_card,3,"Accede a beneficios premium, seguros incluidos y ventajas exclusivas con tu tarjeta"
1266389,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1244569,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1220964,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1104083,credit_card,0,Saca más partido a cada compra — acumula puntos y cashback con tu tarjeta easyMoney
1134430,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1246291,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1263588,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1248119,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1132803,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1133002,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1138957,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1021902,credit_card,2,Controla tus gastos y gana cashback en cada compra del día a día
1111817,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1017323,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1141462,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1077434,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1127254,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1158156,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1180399,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1245791,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1246159,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1261120,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1297229,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1413521,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1126326,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1240188,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1263076,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1382088,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1405574,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1405698,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1133604,credit_card,1,Paga con total seguridad y sin comisiones — la tarjeta pensada para tu tranquilidad
1218947,credit_card,0,Saca más partido a cada compra — acumula puntos y cashback con tu tarjeta easyMoney
1113008,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1232115,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
1298291,credit_card,4,Viaja y compra en cualquier parte del mundo con la cobertura que mereces
